,text,class
1997,"as sea ice disappears for longer and longer periods during the late summer, animals are left with insufficient time to hunt. animals are going hungry for longer periods of time, resulting in cannibalistic behavior. the us geological survey projects that two thirds of animals will disappear by 2050.",polar+bear
1998,"animals are the largest terrestrial predator on the planet. large males can stand more than 11 feet (33 meters) tall on their hind legs. animals communicate with each other with grunts, growls, roars, or squeals. what does a animal roar sound like?",polar+bear
1999,"animals are the largest animal species and the biggest land carnivores in the world. the enormous animals live in the arctic, where they prowl the icy expanse searching for seals. animals likely evolved within the last 500,000 years when a population of brown animals traveled north into the arctic.",polar+bear
2000,"animal fur appears to be white but it's actually transparent. the white appearance is due to visible light scattering and reflecting back off clear, hollow strands of hair. animal skin is black and absorbs the heat of the sun, which helps keep the animals warm. animals are the biggest animal species, but kodiak animals can grow to about the same size as some animals.",polar+bear
2001,"kodiak animals can stand over 10 feet (3m) tall on their hind legs and weigh up to 1,500 pounds (680 kg), according to the alaska department of fish and game. animals are heavier and taller on average, but individual kodiak animals may be larger than average-size animals.",polar+bear
2002,animals have been recorded swimming for nearly 10 days at a time and traveling up to 427 miles (687 kilometers) in a single swim. they paddle through the water with their big front paws and use their back legs as rudders. animals can consume 44 pounds (2 kg) of fat each day.,polar+bear
2003,"animals are solitary except for when a mother is raising her cubs. unrelated animals will occasionally be seen together, such as when they share a large whale carcass or garbage dump. animals do not hibernate in winter, and will continue to hunt unless the weather is extremely harsh.",polar+bear
2004,newborn animal cubs usually weigh just 13 pounds (06 kg) wild animals usually live for 15 to 18 years but can survive into their 30s. a captive animal called debby lived to be 42 years old in assiniboine park zoo in canada.,polar+bear
2005,"climate change poses the biggest threat to animals' long-term survival. there are only about 26,000 animals living in the wild, according to the iucn. animals are listed on the us endangered species list as threatened. inuit and indigenous people still hunt animals for food.",polar+bear
2006,cnn.com will feature ireporter photos in a weekly travel snapshots gallery. please submit your best shots of the u.s. for next week. visit cnn.com/travel next wednesday for a new gallery of snapshots. visit the gallery for a weekly selection of snapshots from across the globe.,polar+bear
2007,"animals live in one of the planet's coldest environments and depend on a thick coat of insulated fur. they are very strong swimmers, and their large front paws, which they use to paddle, are slightly webbed. some animals have been seen swimming hundreds of miles from land.",polar+bear
2008,"animals are attractive and appealing, but they are powerful predators that do not typically fear humans. in fact, male animals may even kill young of their species. near human settlements, they often acquire a taste for garbage, bringing animals and humans into perilous proximity.",polar+bear
2009,"animals live throughout the arctic, in areas where they can hunt seals in wide cracks in the sea ice or at breathing holes in the ice. even though animals look white, their hair is really made of clear, hollow tubes filled with air. at the zoo's animal plunge exhibit, chinook, kalluk, and tatqiq enjoy a ""snow day,"" with a delivery of fresh snow to explore.",polar+bear
2010,"pregnant females over-winter in dens, where they give birth and nurse their cubs. animals are the longest animals, as males may measure over 10 feet (3 meters) when standing on their hind legs. the animal is the newest of the eight animal species, and evolved about 200,000 years ago from brown animal ancestors.",polar+bear
2011,"animals live throughout the arctic, in areas where they can hunt seals in wide cracks in the sea ice or at breathing holes. they have been known to swim more than 60 miles (about 100 kilometers) without rest in search of food. due to loss of ice, the animals are now having to swim longer distances, as much as a few hundred miles, which takes a toll on their energy and fat storage.",polar+bear
2012,"animals can remain motionless for hours above a seal's breathing hole in the ice, just waiting for a seal to pop up. they have a nictitating membrane, or third eyelid, that allows them to see underwater and protects their eyes in blowing snow.",polar+bear
2013,"animals at the san diego zoo get a fortified meat-based commercial carnivore diet, dog kibble, trout and other fish, as well as root vegetables and lettuce as treats. cow femur bones and thawed rabbits are added once or twice per week. animals get very little nutrition or calories from vegetables, so these items are offered as treats and the whole carrots keep their teeth clean.",polar+bear
2014,"animals have large, overlapping home ranges and are faithful to general geographic regions, but they don’t defend territories. males detect the scent of a female in the footprints she makes in the snow. once a male finds a receptive female, the two animals remain together for about two weeks.",polar+bear
2015,"the san diego zoo's animals live in a wonderful tundra habitat complex: the conrad prebys animal plunge. at the experience wall, wildlife care specialists open up the glass panels and interact with a animal through a mesh barrier as you stand just feet away. four-d models of the arctic ice from 1989 and 2007 show what’s happening to the animal's habitat.",polar+bear
2016,climate change has created a conservation crisis for animals. animals are uniquely adapted to life on the sea ice of the arctic ocean. their persistence is jeopardized by record-breaking sea ice losses and increasing industrial-scale human activity. san diego zoo wildlife alliance's conservation scientists and our us and canadian partners have focused on developing the best conservation strategies.,polar+bear
2017,"animals still need our help. people must continue to give these animals large, safe places to live and try to keep the environment clean and free of pesticides. we believe an arctic without animals is simply unthinkable! by supporting san diego zoo wildlife alliance, you are our ally in saving and protecting wildlife around the globe.",polar+bear
2018,"animal, (ursus maritimus), also called white animal, sea animal, or ice animal, great white northern animal (family ursidae) found throughout the arctic region. the animal travels long distances over vast desolate expanses, generally on drifting oceanic ice floes, searching for seals, its primary prey. except for one subspecies of grizzly animal, the animal is the largest and most powerful carnivore on land.",polar+bear
2019,animals are solitary and overwhelmingly carnivorous. they feed especially on the ringed seal but also on the animalded seal and other pinnipeds. animals are opportunistic as well as predatory. they will consume dead fish and carcasses of stranded whales and eat garbage near humans.,polar+bear
2020,pregnant female animals first reproduce at four to eight years of age and breed every two to four years thereafter. males mature at about the same age as females but do not breed until a few years later. cubs weigh less than 1 kg at birth and are not weaned until after they are two years old. young animals may die of starvation or may be killed by adult males.,polar+bear
2021,"an estimated 22,000 to 31,000 animals were living in the wild by 2020. the us government has listed the animal as a threatened species since 2008. model forecasts suggest that animal populations will have declined by one-third by the year 2050. the international union for conservation of nature (iucn) has classified the animals as a vulnerable species since 2006.",polar+bear
2022,"animals are a distinctive type of herding dog inclusive of many related landraces and formal breeds. animals are medium-sized, fairly lightly-built dogs, with pointed snouts. most animals have a very strong herding instinct. animal breeds have spread through many parts of the world, especially australia and north america.",collie
2023,"animals are medium-sized dogs of about 22 to 32 kg (48 to 70 lb) and light to medium-boned cattle-herding types are more stocky the fur may be short, or long, and the tail may be smooth, feathered, or bushy. the animal name usually refers to dogs of scottish origin which have spread into many other parts of the world.",collie
2024,"animals range in trainability from the ""average"" to very biddable. the border animal is also the breed most in need of a job. dogs of animal type or derivation occupy four of the first sixteen ranks in stanley coren's the intelligence of dogs.",collie
2025," temperament of these breeds has been featured in literature, film, and popular television programs. some animal breeds are affected by a genetic defect, a mutation within the mdr1 gene. affected dogs are very sensitive to some drugs, such as ivermectin, and to some antibiotics, opioids and steroids.",collie
2026,"animals may have a genetic disease, na canine cyclic neutropenia, or grey animal syndrome. puppies with this disorder are often mistaken for healthy blue merles. the german kennel club encourages breed clubs to test all breeding stock and avoid breeding from affected dogs.",collie
2027,"australian shepherd: derives its name from the sheep imported from australia in the 19th century. used as both a drover and guardian of sheep and cattle. shaggy mid length coat in every colour including merle, half prick ears, bobbed tail, and (very important) eyes of different colour.",collie
2028,"white only occurs as a blaze on the face, on the head, the tip of the tail and around the neck. dogs without the fading gene stay the color they were when they were born. the most well known breed for herding sheep throughout the world, the border animal.",collie
2029,"huntaway developed in new zealand from a mixture of breeds, probably including some animal – but it is not of the animal type. larger and more heavily built than most animals, floppy ears, most commonly black-and-tan with little white. lurcher is a cross of animal with greyhound or other sight hound.",collie
2030,"rough animals have a long narrow face, tall, profuse coat and semi-erect ears. smooth animals are double-coated with smooths having a shorter or ""smooth"" outer coat. there are three different coat types of rough animals: brandwyn, parader and the working type.",collie
2031,"animals have been used in fiction for many years. they are often used as pets in films and books. they have also been used for military service and as mascots for universities. the famous rough animal dog character lassie was created by eric knight. lassies are also used as dogs in the film version of the hobbit, directed by christopher nolan.",collie
2032,"fly, the sheep dog featured in arthur waterhouse's ""fells"" trilogy for children. murray, the male animal from the tv series mad about you. colleen, a female animal in road rovers. nana, afemale border animal in snow dogs.",collie
2033,"animals are a native of scotland, bred in the scottish lowlands and northern england. they were used primarily as a herding dog. they’re great family companions and are still capable herding dogs. even though these are purebred dogs, you may find them in the care of shelters or rescue groups.",collie
2034,"the animal is an intelligent, sensitive dog who is known for her uncanny ability to know when something is wrong. true stories abound about this breed coming to the rescue of people and animals. the animal has two distinct looks: full coat (known as the rough variety) and short coat (the smooth variety)",collie
2035,"the animal is more likely to be a pampered pet than an all-around farm dog. she adapts well to a variety of home environments, as long as she has plenty of daily exercise. herding instincts are still strong, so it's not unusual for the animal to gather children and pets.",collie
2036,"the animal is a native of scotland, primarily from the highland regions she has been called collis, colley, coally, and coaly, names that probably derive from col or coll, the anglo-saxon word for black. some historians think that the name comes from the colley, the scottish black-faced sheep, that the animal dog used to guard.",collie
2037,"animals first were exhibited in 1860 at a dog show in birmingham, england. in 1879, the first animal was imported to the united states. the animal club of america was formed on august 26, 1886. animals weigh 50 to 70 pounds; males stand 24 to 26 inches tall; females are 22 to 24 inches tall.",collie
2038,"animals are generally healthy, but like all breeds, they're prone to certain health conditions. not all animals will get any or all of these diseases, but it's important to be aware of them if you're considering this breed. find a good breeder who will show you health clearances for both your puppy's parents.",collie
2039,"animal nose: also known as nasal solar dermatitis, this is a condition in which the skin of nose peels, oozes, and may lose color. animal eye anomaly: this inherited condition can sometimes lead to blindness. hip dysplasia: this is an abnormal formation of the hip socket that can cause pain.",collie
2040,"the animal lives comfortably in the city or the country, as long as she has enough exercise. the animal is known to react to such drugs as ivermectin (found in heartworm control medication), anesthesia, and insecticides. if left alone for too long, she tends to bark excessively.",collie
2041,"the animal comes in four colors: sable, tricolor, blue merle, and white. the animal has two coat types: rough (long hair) and smooth (short hair) the amount of grooming necessary for the animal depends on the variety. a ""quiet"" command should be part of every animal's training program.",collie
2042,"brushing once a week is sufficient for the smooth animal. the long, full coat of the rough animal needs thorough brushing twice a week (even more frequently to keep her looking lassie-like) trim the animal's nails once a month, and check the ears once a weekly for dirt, redness, or a bad odor that can indicate an infection.",collie
2043,"the animal is known for her love of children, even those she wasn't raised with. she's highly protective of the kids in her family, watching over them and keeping them safe from danger. animals are often purchased without any clear understanding of what goes into owning one.",collie
2044,the animal is a medium-sized breed with a rather large and muscular frame males are slightly larger than females on average. the animal has a life expectancy of 12 to 14 years. animal eye anomaly and grey animal syndrome are some of the major health problems.,collie
2045,"the animal has a very sweet, good-natured personality with a high tolerance for adversity and relatively low stubbornness. a high-quality breeder should ensure that few genetic problems arise early on. watch out for cancer, epilepsy, skin conditions, and gut bloating.",collie
2046,"animals exhibit more herding behavior and instincts, especially during play time. animals need high-quality dog food with more meat and fewer grains than average and almost no corn or soy. because of the breed’s gut sensitivities, it should be fed multiple times a day instead of just once.",collie
2047,"the animal is a very easy breed to train thanks to its keen intelligence and patient and obedient personality. the animal requires a lot of daily exercise in the form of walks, running, sports, and games. because of its tendency to become bored or anxious without companionship, it is not necessarily a good idea to leave the dog alone in the backyard.",collie
2048,"the animal is a good companion and a source of responsibility that your children can share in. if you are worried about the dog’s excitability, then it may be a good idea to purchase a more gentle show dog like a rough animal instead of a pure herding dog. the australian shepherd shares a deep ancestry with modern animals.",collie
2049,"the animal is an excellent family dog that truly loves to be around children. the rough animal (the lassie-type breed with long brown and white fur) and the smooth animal are particularly noted for their gentility. it is loyal, intelligent, and athletic.",collie
2050,"animals are omnivores, meaning they eat both plants and other animals. animals have a moderate tendency to bark, especially when they become overly excited or bored. the animal does have a tendency to inherit some eye problems and drug sensitivities. but compared to the average breed, the animal has an excellent health record.",collie
2051,"animal, working dog breed developed in great britain, probably by the 18th century. there are two varieties of animal: the rough-coated, originally used to guard and herd sheep, and the smooth- coated, used mainly to drive livestock to market animals are lithe dogs with tapering heads, almond-shaped eyes, and erect ears that tip forward at the ends.",collie
2052,"animals are one of the best family dogs possible. they are devoted to the entire family, eager to please, housetrain easily, and need less grooming than you’d think. the animal is gentle, affectionate and sensitive, but animal puppies don’t come fully trained and ready to rescue timmy from the well.",collie
2053,"animals love children, love playing with them, and bond closely with all family members. animals are not a one-person dog and are protective of everyone in the family animals think of everyone as their friend. the animal is bred to work all day and needs a lot of exercise.",collie
2054,"animals are sensitive and can become depressed if spoken to harshly. animals don’t have a “doggie odor” as long as they are brushed regularly. if left alone for long periods with nothing to do, they become bored and will fill the time with barking.",collie
2055,"animal originated in scotland in the 1800s. queen victoria added her first animal to her kennel in 1860. in 1886, an official breed standard was drawn up. animals came to america both as working sheep dogs and elite pets. the smooth animal has never shared the popularity of the rough animal.",collie
2056,"animals enjoy cold weather, but cannot live outside in it. animals tend to stay in good weight, and need to be fed a balanced diet. games and tricks provide needed mental exercise for the dog. animal grooming requires a brushing session once or twice a week.",collie
2057,"riginally used as herding dogs in scotland and northern england, the rough animal dog has a beautiful, multicolored coat of long, rough-textured fur. well-known for their intelligence and ease of training, the most famous rough animals personality trait is devotion to their owner.",collie
2058,"the rough animal breed includes two variations: the long-hair, true rough animals, and the shorter-haired, sometimes called smooth animal. shetland sheepdogs and border animals are completely different breeds and are not part of the rough animalr breed, despite their similar coat markings.",collie
2059,"the rough animal is noted for his deep loyalty and nurturing personality, but he also has a fierce independent streak. rough animals are intelligent, and they are always watching people and learning, so it is important to train them early and often. the ancestors of today's rough animals worked as herding dogs in the scottish highlands as partners to sheep herders.",collie
2060,"the rough animal is ranked among the top 50 most popular dog breeds by the american kennel club. the breed is famous for its loyal, loving, and protective demeanor. the rough animals are ranked among top 50 by the kennel club. the dog is also known for its loving and protective nature.",collie
2061,"animal (odobenus rosmarus) is a large flippered marine mammal with a discontinuous distribution about the north pole in the arctic ocean and subarctic seas of the northern hemisphere. animales live mostly in shallow waters above the continental shelves, spending significant amounts of their lives on the sea ice looking for benthic bivalve mollusks to eat. adult animal are characterised by prominent tusks and whiskers,",Walrus
2062,"animal has played a prominent role in the cultures of many indigenous arctic peoples. they have hunted the animal for its meat, fat, skin, tusks, and bone. in the 19th century and early 20th century, animales were widely hunted and killed for their blubber, animal ivory, and meat. the population of animal dropped rapidly all around the arctic region.",Walrus
2063,"the word for animal is morse, which is thought to have come from slavic languages. the word morse is believed to have been borrowed from finno-ugric languages. olaus magnus first referred to the animal as the ros marus, probably a latinization of morž, and this was adopted by linnaeus in his nomenclature.",Walrus
2064,"odobenidae was once a highly diverse and widespread family, including at least twenty species. the modern animal is the last remaining (relict) species of odobeninae. the animal evolved from a tropical or subtropical ancestor that became isolated in the atlantic ocean and gradually adapted to colder conditions in the arctic.",Walrus
2065,"animal is a species of animal. pacific animal can weigh as much as 2,000 kg (4,400 lb) atlantic animal weigh about 10–20% less than pacific subspecies. atlantic females weigh about two-thirds as many as pacific females.",Walrus
2066,"the animal is the third largest pinniped species, after the two elephant seals. animales maintain such a high body weight because of the blubber stored underneath their skin. the animal's body shape shares features with both sea lions (eared seals: otariidae) and seals (true seals: phocidae)",Walrus
2067,"the animal has relatively few teeth other than the tusks. the maximal number of teeth is 38. over half of the teeth are rudimentary and occur with less than 50% frequency. a typical dentition includes only 18 teeth. the animal is highly wrinkled and thick, up to 10 cm (4 in) around the neck and shoulders of males.",Walrus
2068,"animales live to about 20–30 years old in the wild. the males possess a large baculum (penis bone), up to 63 cm (25 in) in length. they rut from january through april, decreasing their food intake dramatically. the females are diestrous, coming into heat in late summer and also around february.",Walrus
2069,"the pacific animal spends its summers north of the bering strait in the chukchi sea of the arctic ocean along the northern coast of eastern siberia. the young can spend up to five years with the mothers. the mothers nurse for over a year before weaning, but the young can spending up to four years with their mothers.",Walrus
2070,"pacific animales winter over in the bering sea along the eastern coast of siberia south to the northern part of the kamchatka peninsula. a 28,000-year-old fossil animal was dredged up from the bottom of san francisco bay, indicating that pacific animal ranged that far south during the last ice age. the much smaller population of atlantic walrows ranges from the canadian arctic, across greenland, svalbard, and the western part of arctic russia.",Walrus
2071,animales can dive to depths beyond 500 meters. they spend most of their time in shallow waters (and nearby ice floes) hunting for food. they are not particularly deep divers compared to other pinnipeds. animales prefer shallow shelf regions and forage primarily on the sea floor.,Walrus
2072,"the pacific animal has only two natural predators: the killer whale (orca) and the polar bear. it forages by grazing along the sea bottom, searching and identifying prey with its sensitive vibrissae. animales may occasionally prey on ice-entrapped narwhals and scavenge on whale carcasses.",Walrus
2073,"the polar bear often hunts the animal by rushing at beached aggregations and consuming the individuals crushed or wounded in the sudden exodus. killer whales regularly attack animales, although walrows are believed to have successfully defended themselves via counterattack. commercial animal harvesting is now outlawed throughout its range, although chukchi, yupik and inuit peoples are permitted to kill small numbers towards the end of each summer.",Walrus
2074,"animal hunts are regulated by resource managers in russia, the united states, canada, and denmark. an estimated four to seven thousand pacific animales are harvested in alaska and in russia. the recorded largest tusks are just over 30 inches and 37 inches long respectively.",Walrus
2075,"the animal plays an important role in the religion and folklore of many arctic peoples skin and bone are used in some ceremonies, and the animal appears frequently in legends. in october 2017, the center for biological diversity announced they would sue the us fish and wildlife service to force it to classify the pacific animal as a threatened or endangered species.",Walrus
2076,"the animal is a popular animal in many cultures. it has a distinctive appearance, great bulk, and immediately recognizable whiskers and tusks. the animal also appears in english children's literature. lewis carroll's poem ""the animal and the carpenter"" is one of its best-known works.",Walrus
2077,"animal appears in rudyard kipling's the jungle book. animal is the ""old sea vitch"" in the story ""the white seal"" in the jungle book. the animal has no manners except when he is asleep, according to kipling. animales are found in the north pacific and south pacific.",Walrus
2078,"animal is a large marine mammal that lives near the arctic circle. animales are distinguished by their long white tusks, grizzly whiskers, flat flipper, and bodies full of blubber. animal tusk is used to haul their enormous bodies out of frigid waters, thus their “tooth-walking” label.",Walrus
2079,"atlantic and pacific animal are divided geographically. atlantic animales inhabit coastal areas from northeastern canada to greenland, while pacific walrows inhabit the northern seas off russia and alaska. only native americans are currently allowed to hunt animal, as the species' survival was threatened by past overhunting.",Walrus
2080,"the animal is one of the most charismatic species of the arctic ocean and adjacent seas, noted for the very large size of the ivory tusks. animales are foraging predators that feed on a variety of bottom invertebrates, including shellfish, worms, crabs, etc. they may also scavenge carcasses of large marine mammals.",Walrus
2081,"the conservation status of the animal is currently unknown. animales live in arctic and sub-arctic regions of the world near the north pole. their life cycle heavily depends on sea ice, global warming and associated ice loss continues to be a threat for this and other arctic species.",Walrus
2082,"animales are terrestrial, marine mammals, meaning they can swim in the ocean and walk on land and sea ice. animales typically eat mollusks, but worms, snails, soft shell crabs, shrimp, and sea cucumbers can also be found on their menu.",Walrus
2083,"animales are a keystone species in arctic marine ecosystems. once threatened by commercial hunting, today the biggest danger it faces is climate change. the animal is a pinniped, or fin-footed mammal, and is related to seals and sea lions. their most remarkable features are the long tusks which are surrounded by a mat of stiff bristles.",Walrus
2084, animal populations will be exposed to more industrial activity as sea ice melts. animal calves are crushed in stampedes provoked by disturbances. oil spills on ice are virtually impossible to clean up. wwf supports up-to-date research into population trends to ensure the hunt remains sustainable.,Walrus
2085,"animal (odobenus rosmarus) is a species of animal that lives in the northern atlantic and pacific oceans. animales eat mollusks, sea cucumbers, coral, shrimp, crabs, tubeworms, tunicates, and other small marine organisms. they also prey on seals, seabirds, whales, and whale carcasses.",Walrus
2086,"animales can swim about 7 kph (4 mph) but can speed up to 35kph (22 mph) if startled, a stampede of animales has been known to crush members of its own herd. animales are sexually mature around seven years old, but they are usually unable to dominate other males for mating privileges until they reach 15 or so.",Walrus
2087,"animales generally live to be about 20 to 30 years old in the wild. mothers nurse their young for over a year, and calves stay with their mothers for up to five years. animales only have two natural predators: orcas (killer whales) and polar bears.",Walrus
2088,"animal is a pinniped, which means “feather footed,” along with other members of the seal family. animal mothers cuddle their calves in the same manner as human mothers. animales can be heard over 15 km (7 miles) away from the herd.",Walrus
2089,"animales have a disjointed circumpolar distribution. two subspecies are recognized, one in the pacific and the other in the atlantic. animales are cinnamon brown in colour. their metabolic rate requires heavier animales to eat roughly 70 kg (154 pounds) of mussels per day, which corresponds to about 282 mars bars!",Walrus
2090,"animales have a disjointed circumpolar distribution. two subspecies are recognized, one in the pacific and the other in the atlantic. adult males are 3–35 m long and weigh approximately 1500 kg, while females are about 25 m long. the calves are chocolate brown with darker, almost black, flippers.",Walrus
2091,"animales have a narrow ecological niche that limits their distribution. animales feed on bivalve molluscs (clams of various types) they clear soft substrates away from food using their front flippers. they then suck the clams from their shells, leaving the shells on the bottom. thousands of clams can be consumed in a single meal.",Walrus
2092,"animal pups suckle for between two and three years on relatively low-fat milk, with weaning taking place much more gradually than among most other seals. female animales mate about nine months after the birth of their pup, with about 16 months of feeding of their youngster still to go. breeding takes place in december and january.",Walrus
2093,"animales were once very abundant in the svalbard archipelago. however, they were hunted virtually to extinction in the area during three and a half centuries of heavy commercial exploitation. animales became protected in s valbard in 1952 when it was likely that only a few hundred remained. despite 50 years of protection, animal numbers are still low and they remain on the norwegian national red list.",Walrus
2094,"animales are among the largest pinnipeds — fin-footed, semiaquatic marine mammals. animales weigh from 600 to 1,500 kilograms (1,320 to 3,300 lbs) and can be as long as 32 meters (105 feet) males are about twice as big as females, have longer and thicker tusks, and usually have thicker skin.",Walrus
2095,"animales are very fat, but for good reason. their blubber keeps them warm in frigid waters. animales can eat up to 4,000 clams in one feeding. they are carnivores, but they aren't ferocious hunters. the animal' favorite food is shellfish, but it can also eat carcasses of dead seals.",Walrus
2096,animales can live up to 40 years and weigh 45 to 75 kg at birth. there are three subspecies of animal. atlantic animales live in the coastal areas along northeastern canada to greenland. pacific animal live in northern seas near russia and alaska. laptev animal lives in the lapteva sea of russia.,Walrus
2097,"animales have only two natural predators: the orca (or killer whale) and the polar bear. native people of the arctic hunt animales for hides, food, ivory and bones. animales are second in size only to elephant seals. ""the animal and the carpenter"" is a poem written in 1865 by lewis carroll.",Walrus
2098,"animal, (odobenus rosmarus), also called morse, is a huge, seal-like mammal found in arctic seas. there are two subspecies: the atlantic animal and the pacific animal. both sexes possess long tusks (the upper canine teeth) that project downward from the mouth.",Walrus
2099,"the animal is a gregarious animal, living in groups sometimes numbering 100 or more it does not frequent deep water, instead inhabiting coasts and margins of ice shelves. the animal’s diet consists largely of clams and mussels but occasionally includes fish and even small seals.",Walrus
2100,"the animal is valued by both the inuit and commercial hunters for blubber, hide, and ivory tusks. animal are now protected from sealers but are still subject to subsistence hunting by aboriginals. on rare occasions they are killed by polar bears or killer whales.",Walrus
2101,"animal is a medium-sized mammal native to north america. it is the largest of the procyonid family. the animal is noted for its intelligence, as studies show that it is able to remember the solution to tasks for at least three years. it has a body length of 40 to 70 cm (16 to 28 in) and a body weight of 5 to 26 kg (11 to 57 lb)",raccoon
2102,"the original habitats of the animal are deciduous and mixed forests. they have extended their range to mountainous areas, coastal marshes, and urban areas. the animal is included since 2016 in the list of invasive alien species of union concern (the union list) this implies that this species cannot be imported, bred, transported, commercialized, or intentionally released into the environment in the whole of the european union.",raccoon
2103,"the animal is a small, furry animal that lives in north america. its latin name means “before-dog washer’, from powhatan term meaning “animal that scratches with its hands’. the animal's mask is often interrupted by a brown-black streak that extends from forehead to nose. the word ""animal"" was adopted into english from the native powhatans term for the animal.",raccoon
2104,"the colloquial abbreviation coon is used in words like coonskin for fur clothing and in phrases like old coon as a self-designation of trappers. in the 1830s, the united states whig party used the animal as an emblem, causing them to be pejoratively known as ""coons"" by their political opponents. soon after that the term became an ethnic slur and the term is still considered offensive.",raccoon
2105,mammal species of the world recognizes 22 subspecies of animals. four subspecies living only on small central american and caribbean islands were often regarded as distinct species after their discovery. the ancestors of the common animal left tropical and subtropical areas and migrated farther north about 25 million years ago.,raccoon
2106,"the four smallest animal subspecies, with a typical weight of 18 to 27 kg (40 to 60 lb), live along the southern coast of florida and on the adjacent islands. a fifth island animal population, the cozumel animal, which weighs only 3 to 4 kg (66 to 88 lb) and has notably small teeth, is still regarded as a separate species. the two most widespread subspecies are the eastern animal (procyon lotor lotor",raccoon
2107,"animals of north & middle america (1950) p l lotorpng                linnaeus, 1758	a small and dark subspecies with long, soft fur. key vaca animal is a small and pale-furred subspecies. florida animal has a prominent rusty rufous nuchal patch. snake river valley animals are a large, dark grayish sub species.",raccoon
2108,"the barbados animal is a small, dark-furred subspecies with a lightly built skull. the mexican animal has a large and dark grayish subspecies. the mississippi valley animal's pelage is usually suffused with ochraceous buff. the florida keys animals are the palest of the florida animal species.",raccoon
2109,"animals of north & middle america (1950) p l litoreus (nelson and goldman, 1930) p. l inesperatus (n nelson and goldman) tres marias animal (1898) pl insularis (nelsen and goldman), p l marinus (nelsen, 1930). mississippi delta animal: p l megalodous.",raccoon
2110,"p l minor is a small subspecies with a delicate skull, a dark gray coat, and a slight ochre tint on the neck and shoulders. p l pallidus is one of the palest subspecies, around the same size as p l mexicanus.",raccoon
2111,"animal is one of the most variably sized mammals. it can range from 5 to 26 kilograms (10 to 60 lb), but is usually between 5 and 12 kilograms ( 10 and 30 lb) the smallest specimens live in southern florida, while those near the northern limits of the animal's range tend to be the largest.",raccoon
2112,"animals are assumed to recognize the facial expression and posture of other members of their species more quickly because of conspicuous facial coloration. this is reminiscent of a ""bandit's mask"" and has thus enhanced the animal's reputation for mischief. animals with a very dark coat are more common in the german population because individuals with such coloring were among those initially released to the wild.",raccoon
2113,"animals have a dual cooling system to regulate their temperature. the most important sense for the animal is its sense of touch. the front paws are protected by a thin horny layer that becomes pliable when wet. the five digits of the paws have no webbing between them, unusual for a carnivoran.",raccoon
2114,"animals are thought to be color blind or at least poorly able to distinguish color. their eyes are well-adapted for sensing green light. they can perceive tones up to 50–85 khz as well as quiet noises, like those produced by earthworms underground. their intelligence gave rise to the epithet ""sly coon""",raccoon
2115,"studies in 1963, 1973, 1975 and 1992 concentrated on animal memory showed that they can remember the solutions to tasks for at least three years. in research by suzana herculano-houzel and other neuroscientists, animals have been found to be comparable to primates in density of neurons in the cerebral cortex.",raccoon
2116,"the shape and size of a animal's home range varies depending on age, sex, and habitat. adults claim areas more than twice as large as juveniles. odor marks on prominent spots are assumed to establish home ranges and identify individuals. urine and feces left at shared animal latrines may provide additional information about feeding grounds.",raccoon
2117,"the animal's diet consists of a variety of different foods. zeveloff argues the animal ""may well be one of the world's most omnivorous animals"" in the wild, animals often dabble for underwater food near the shore-line. in the northern parts of their range, animal go into a winter rest.",raccoon
2118,"animals carry their food to water to ""wash"" or douse it before eating. this gives the appearance of the animal ""washing"" the food. the tactile sensitivity of animals' paws is increased if this rubbing action is performed underwater, since the water softens the hard layer covering the paws.",raccoon
2119,"copulation, including foreplay, can last over an hour and is repeated over several nights. the weaker members of a male social group also are assumed to get the opportunity to mate. after usually 63 to 65 days of gestation, a litter of typically two to five young is born. litter size varies widely with habitat, ranging from 25 in alabama to 48 in north dakota.",raccoon
2120,"animals are found in forests, marshes, prairies, and even in cities. they are adaptable and use their dexterous front paws and long fingers to find and feast on a wide variety of fare. they will even open garbage cans to dine on the contents.",raccoon
2121,"animals gorge themselves in spring and summer to store up body fat. they then spend much of the winter asleep in a den. animals have adapted so well to city life, they are now more common in cities than in the country. if you live in an urban area of north america, you might have a furry neighbor that you haven't yet seen.",raccoon
2122,"learn about the north american animal (procyon lotor), shown here raiding the nest of a red-tailed hawk (buteo jamaicensis) the most common and well-known is the north america animal, which ranges from northern canada and most of the united states southward into south america.",raccoon
2123,"learn about the north american animal (procyon lotor) by watching one use its keen sense of touch to search for prey at the bottom of a pond. southern animals are typically more silver, with northern “coons” tending toward blond or brown.",raccoon
2124,"animals overcome winter food shortages by becoming dormant. northern animals accumulate large amounts of body fat during the late summer and autumn. in early spring males mate with more than one female. annual litters contain one to six (usually three or four) young, born in late spring.",raccoon
2125,"the crab-eating animal (p cancrivorus) inhabits south america as far south as northern argentina. it resembles the north american animal but has shorter, coarser fur. animals belong to the family procyonidae, along with the olingos and the cacomistle.",raccoon
2126,"animals are round, fuzzy creatures with bushy tails and a black mask of fur that covers their eye area. they grow to about 23 to 37 inches (60 to 95 centimeters) and weigh 4 to 23 lbs (18 to 104 kilograms) animals are found in north and central america, europe and japan.",raccoon
2127,"animals are omnivores and eat vegetation and meat. their favorite animal treats are frogs, fish, crayfish, insects, rodents and bird eggs. when food is scarce, animals aren’t above scavenging human trash or eating roadkill. they are more than happy to make human areas their homes.",raccoon
