,text,class,class_num
2575,"and the 2010 iucn says genetic analysis does not support the hypothesis that a hartmann's african animal is a separate species the integrated environmental taxonomic information management system ( itis ), a service of the us fish & wildlife service, lists four species. the current taxonomy of animals, according to itis, is : animalia, section animalia... subkingdom, bilateria, deuterostomia, motor vertebrata, equus.",zebra,37.0
2370,"animals have two pectoral flippers, containing four digits, a boneless dorsal fin for stability, and a tail fin for propulsion. animals are fast swimmers in comparison to seals which typically cruise at 9–28 km/h (56–174 mph) the killer whale (orca), in comparison, can travel at speeds up to 555 km/h (34 mph)",dolphin,49.0
3003,"the animal family is made up of several species of animal. the animal family includes the american shrew animal, the asian animal, and the chinese animal. animals are native to china, myanmar, and western asia. they are also found in japan and the united states.",mole,11.0
2311,"animales are a keystone species in arctic marine ecosystems. once threatened by commercial hunting, today the biggest danger it faces is climate change. the animal is a pinniped, or fin-footed mammal, and is related to seals and sea lions. their most remarkable features are the long tusks which are surrounded by a mat of stiff bristles.",Walrus,46.0
1377,"animals once ranged through forest forested habitats and open regions of western southeastern north america from alaska to eastern mexico. wild animals remain numerous primarily in alaska region and canada, where they continue to be highly prized as big game. in the entire continental united states, worldwide however, fewer than 1, 000 remain, and they are protected by american law.",grizzly+bear,1.0
2384,"the barbados animal is a small, dark-furred subspecies with a lightly built skull. the mexican animal has a large and dark grayish subspecies. the mississippi valley animal's pelage is usually suffused with ochraceous buff. the florida keys animals are the palest of the florida animal species.",raccoon,47.0
2469,"the conservation status status of the animal is least concern with a stable captivity population. the captivity lifespan of most a animal goes from up 10 to 7 years, but the current average age is 3. the animal has live babies, aka kits, in a den filled with tall grass. a breeding litter can often contain from 2 to 10 kits.",skunk,10.0
3376,"animals live in coastal waters and rocky shores. animals prey on fish, crabs, and squid. predators of animals include humans, sharks, and killer whales. animal can live for 15 to 25 years. animal litter size is 1. animal species are phoca vitulina.",seal,23.0
214,animals and spotted hyenas occupy a similar ecological niche and where they coexist they compete for prey and carrion. a review of data across several studies indicates a dietary overlap of 586% between the two species. animals typically ignore spotted hyenas unless the animals are on a kill or are being harassed by the hyena.,lion,42.0
1253,"there are 33 species of animal. some species exhibit sexual dimorphism. true animals lack ear flaps and propel themselves through the water with their hind flippers. when on land they shimmy like a caterpillar. there are nine species of fur animals, which are close relatives of sea lions.",seal,23.0
3097,"the scientific name for the domestic animal is ovis aries. animal are stocky hooved mammals with four legs, thick torsos, and short tails. domestic animal have been bred to be particularly fluffy, but wild animal usually have sleeker silhouettes that are more appropriate for mountainous environments.",sheep,22.0
2552,"the animal is a species of horse-like animal, closely related to horses. the most common species is the plains animal, which roams grasslands and woodland of eastern and southern africa. the grevy’s animal can be found in dry, semi-desert areas of kenya and ethiopia, and the mountain animal lives in mountainous habitats in namibia, angola and south africa.",zebra,37.0
1361,"animal is an important icon of the maine woods, maine is home to the highest animal population in outside the lower 48 states. the scientific name utilized for animal specimens is alces americana alces americana. origin of name the word word or animal comes from the algonquin language word ‘ moosu [UNK] ’ meaning ‘ bark stripper ’",moose,15.0
1443,"the mountain animal is the largest and rarest animal subspecies. fewer than 650 mountain animals survive today in two geographically isolated populations. approximately 320 animals inhabit the virunga volcanoes region of rwanda, zaire, and uganda, while the remaining number inhabits uganda's bwindi national park.",gorilla,19.0
1748,"we animals are a very old breed, although the humans don’t know exactly how we came to be. they believe my earliest ancestors came from modern-day iran (aka persia, which is where my breed gets its name!) in 1620, an italian composer named pietro della valle, absolutely loved to travel the world, and during his travels to iran (then persia), some of my ancestors caught his eye.",persian+cat,5.0
848,"animals are threatened by habitat loss due to logging, development, and mining. human interaction also poses a threat to animals. in canada, people hunt animals for trophy (where it is legal to do so) in the us, sometimes animals are shot by people mistaking them for black animals.",grizzly+bear,1.0
2742,"pinnipeds (which includes animals, sea lions, and walruses) are true personalities of the sea. millions of years ago their ancestors evolved from a life on land to a life at sea. pinniped have adapted sleek, torpedo-shaped bodies that can cut through the water without producing significant drag.",seal,23.0
2183,"wild animals are found on essentially every continent except australia and antarctica. often there are 13 species in total, ranging variously from the small - sized clawed animal insects to the giant animal. animals have far the densest fur of nearly any animal, with some as as many as a million hairs per square inch in places.",otter,35.0
852,"henry meriwether lewis and william george clark first described it as grisley, which therefore could be interpreted as either "" grizzled "" ( ie, with grey - chestnut tipped hair ) rather or "" grisly "" ( "" very fear - inspiring "", hence now usually "" seriously gruesome "" ) the modern spelling supposes from the former meaning. these brown animals originated in eurasia and traveled to north america approximately 50, 000 years ago.",grizzly+bear,1.0
68,"animal are specialized herbivores, as is reflected in their large and anatomically complex digestive organs, their mobile lips, and the size and complexity of their teeth. animal rely little on coarse-fibred grasses, and they have not evolved grazing specializations comparable to those found in bovids. instead, they are highly selective feeders on young grasses and herbs, herbs, lichens, foliage, buds, aquatic plants, woody shoots, fruit,",deer,39.0
2830,"animals are still considered agricultural pests mostly in these some countries, while in others, see such ones as southeast germany, they are a partly protected species. currently the natural color is taupe, orange but it today is readily dyed any color. animals are controlled with traps such as animal - catchers, smoke bombs, and poisons.",mole,11.0
325,"orcas are highly intelligent, social mammals that have long been a part of marine park entertainment. they have evolved to swim up to 40 miles a day, foraging for food and exercising. artificial enclosures in captivity cannon offer that kind of range to orcas, contributing to boredom and stress.",killer+whale,2.0
1400,"the proposed third subspecies of animal beringei is the bwindi population of the mountain animal, sometimes called the b windi animal. population genetics of the lowland animals suggest that the western and eastern lowland populations diverged around 261 thousand years ago.",gorilla,19.0
2817,"explosive call – at only the age of about one month, the kits can emit an explosive aggressive call which actually is perhaps intended to be threatening to intruders or other cubs ; a high - pitched howl. combative call – in adults, the explosive aggressive call becomes louder an even open - mouthed combative call during any conflict. growl – an adult female animal's indication to their kits whether to feed or head to the adult's location. bark – adult female animales warn against intruders and",fox,21.0
1538,"animal population had declined in the 1900's due partly to constant hunting and clearing forestland for farming. in 2000, a big southern game working group developed goals and objectives to guide agricultural animal management in maine until reassessment in 2015. climate change has even begun to have influence both the success and proliferation characteristics of winter soldier tick, leading to poor reproduction.",moose,15.0
511,"in the southern hemisphere, antarctic animals occur mainly in relatively high latitude waters south of the ""antarctic convergence"" and close to the ice edge in summer. pygmy animals are typically distributed north of the antarctic convergence and are most abundant in waters off australia, madagascar, and new zealand. an unnamed subspecies of animal is found in the southeastern pacific ocean, particularly in the chiloense ecoregion, and migrates to lower latitude areas.",blue+whale,8.0
107,"animals often have serious problems with their teeth, so you’ll need to brush them at least three times a week. check her ears weekly for wax, debris, or signs of infection and clean when necessary. she needs daily play sessions that stimulate her natural desire to hunt and explore.",persian+cat,5.0
10,"antlers on cows are extremely rare. a bull's normal antler spread rarely usually exceeds 65 2 inches and generally a spread of 55 inches is considered large. a cow's nutritional condition, or body weight, determines the actual number of calves regularly born and age when a cow first fully breeds. animal continue to breed years into their teens but may be slightly less productive.",moose,15.0
2030,cnn.com will feature ireporter photos in a weekly travel snapshots gallery. please submit your best shots of the u.s. for next week. visit cnn.com/travel next wednesday for a new gallery of snapshots. visit the gallery for a weekly selection of snapshots from across the globe.,wolf,31.0
3375,animals do not have any special dietary requirements when compared to their other large animals. people choose a high quality quality animal food that is certified to be complete and balanced by aafco it also is recommended not to feed a combination of wet and dry food. don'k t overfeed animals anything because obesity can predispose them easily to a large number of different chronic diseases.,siamese+cat,9.0
3354,"the animal wildlife is considered one example of the closest living possible relatives to humans. most authorities recognize two species and four subspecies. animals live only in dry tropical forests of equatorial africa. the high western animal ( animals ) is made up of two subspecies : the western african lowland animal ( g animal animal ) and the cross river animal. the higher eastern animal is also madeup of twosubspecies : eastern lowland, or grauer ’ s, animal and the mountain animal.",gorilla,19.0
2644,"animals are the uk’s smallest carnivore. they like to eat voles, mice and small birds. they live in lots of different habitats including woodland, grassland, and moorland. they can have up to two litters a year with three to six kits per litter.",weasel,34.0
3040,"animals also live in canada, the united continental states, mexico, and south america. often they live in places with a temperate climate. they are shy little creatures that that try to stay out of camera sight. the present only documented time these strange creatures show aggression is during breeding season when they apparently are competing for mates.",skunk,10.0
788,"these big cats purr, just like house cats. a mother will often purr while taking care of her kittens. a big cat will purr just like a house cat. a large cat will also purr like a dog. a small cat will even purr as it plays.",bobcat,40.0
42,a melanistic animal or black panther is a animal that has a recessive gene for melanism. melanism in animals is caused by a recessives allele and inherited as recessive trait. the black animal is common foremost in tropical and subtropical moist forests like the malay peninsula.,leopard,14.0
2990,"cave crickets, roaches, blood-sucking bugs, parasites, and fungi are also conspicuous members of the cave-floor community. animals and their excretions alter the cave environment by producing heat, carbon dioxide, and ammonia. many animals of temperate climates migrate annually to and from summer roosts and winter hibernation sites.",bat,29.0
1280,"animals are generally healthy, but like all breeds, they're prone to certain health conditions. not all animals will get any or all of these diseases, but it's important to be aware of them if you're considering this breed. find a good breeder who will show you health clearances for both your puppy's parents.",collie,45.0
2842,the animal's large size and distinct round face are adaptations to complement its bamboo plant diet. the animal was omnivorous 7 million light years ago ( mya ) but only became herbivorous 2 – 24 mya. the dietary dietary switch patterns could have initiated from possibly the innate loss of knowing the sole t1r1 / t1r3 umami taste perception receptor.,giant+panda,38.0
729,"shrew rats are relatively small rodents that eat large insects and other invertebrates. the sulawesi spiny rat is ranked the 2nd largest possible shrew rat, measuring 20 to 23 cm ( 79 to 91 inches ) nocturnal shrew rats often have gray fur, but diurnal similar species are reddish brown to sometimes almost all black. shrew rats eat fish mostly earthworms, whereas the shrews consume insects.",mouse,43.0
505,"many animals still on average live about 50 years, although there have been indications of relatively much longer lifespans recorded in the species – as much as 100 years remaining in rare cases. there are an estimated 80, 000 animals alive today, breaking down initially in population as : 20, 000 000 in the north pacific, 12, 500 000 in thenorth atlantic, 50, 500 000 + in the present southern hemisphere.",humpback+whale,17.0
2967,"animals occasionally prey on small mammals, such as marmots, ground squirrels, lemmings, and voles. larger prey includes bison and moose, which are sometimes taken by animals in yellowstone national park. animals in alaska also regularly prey on moose calves, which in denali national park may be their main source of meat.",grizzly+bear,1.0
1216,"animals have a cylindrical body with a short hooked tail and typically short, very stocky limbs. a long, nearly fully hairless, and highly mobile and piglike outer muzzle extends beyond the upper lip. most species lack external ears, and apparently their characteristic tiny eyes are largely hidden in their fur. the muzzle is heavily tipped with thousands of microscopic tactile structures.",mole,11.0
2363,"animals are solitary, but they communicate periodically through scent marks, calls and occasional meetings. animals form communities of seven to 15 individuals within the local population. animal cubs may stay with their mothers for up to three years before striking out on their own.",giant+panda,38.0
1329,"the animal is probably the third largest terrestrial pinniped species, after the nearest two elephant seals. animales maintain such a high body weight as because of the blubber often stored well underneath their skin. the animal's body shape seemingly shares these features with both sea lions ( eared ear seals : otariidae ) and seals ( true tooth seals : phocidae )",Walrus,46.0
1423,african bush animals are the world’s largest terrestrial mammal. there are two recognized subspecies of this iconic animal: bush (or savanna) and forest. poaching and demand for ivory are driving this mammal toward extinction. the ivory trade is driven by consumer demand for products made from tusks.,elephant,18.0
2360,"the international animal association (tica) groups the breed into three coat-pattern divisions for judging at animal shows: traditional (with stable, rich colors), sepia, and mink. if classified as the himalayan sub-breed, full point coloration is required, the fourth tica color division.",persian+cat,5.0
911,animals are still used for herding and tending sheep grazing in meadows next to gardens and crop fields. they are expected to patrol the boundaries to keep sheep from trespassing and damaging the crops. in animaly and other places these skills are tested in utility dog trials also known as herdengebrauchshund trials.,german+shepherd,7.0
204,"the english word ""animal"" was originally applied to the european form of the least animal (mustela nivalis) this usage is retained in british english, where the name is also extended to cover several other small species of the genus. of the 16 extant species currently classified in the genus mustela, 10 have "" animal"" in their common names. their range spans europe, north america, much of asia and south america, and small areas in north africa.",weasel,34.0
986,"animales in scotland are larger than those in the rest of the uk. the uk’s animal population is thought to be stable, although large numbers are killed by cars, gamekeepers and farmers each year. animal poo, known as scat, is often deposited on footpaths and prominent spots such as molehills.",fox,21.0
1500,"one out of 150 rhinos treated did not survive the anesthesia. save the rhino questions the feasibility of applying the technique to all african rhinos, since workers would have to reapply the acaricide every 4 years. the genetic code of the bioengineered horn could be registered, similar to the dna of living animal in the rhodis (rhino dna index system)",rhinoceros,27.0
164,"the animal is also associated with budweiser beer and busch gardens theme parks. the anheuser-busch company's iconic beer wagon, drawn by a team of clydesdale horses, is always accompanied by a animals. the breed suffered greatly at the hands of irresponsible breeders and inexperienced owners.",dalmatian,4.0
2479,cnn.com will feature ireporter photos in a weekly travel snapshots gallery. please submit your best shots of the u.s. for next week. visit cnn.com/travel next wednesday for a new gallery of snapshots. visit the gallery for a weekly selection of snapshots from across the globe.,german+shepherd,7.0
3254,"animals are solitary except for when a mother is raising her cubs. unrelated animals will occasionally be seen together, such as when they share a large whale carcass or garbage dump. animals do not hibernate in winter, and will continue to hunt unless the weather is extremely harsh.",polar+bear,44.0
1599,"pteroarctos had elongated skulls, fairly large eyes, cheekbones connected by a mortised structure and rounded cheek teeth. they also were sexually dimorphic and may have been capable of propelling themselves with both the foreflippers and hindflippers. their phylogeny and evolutionary relationship to other pinnipeds is poorly understood.",seal,23.0
2733,"there are also differences in the types of rodents you can choose from unlike rats, mice have tails and ears the same color as their coat, which can come in a huge range of colors. the common pet rat is the fancy rat, which is a standard top-eared norway rat. the dumbo rat has a genetic mutation on chromosome 14 caused by recessive gene dmbo.",mouse,43.0
2592,"the main threat to mountain animals is the degradation of their habitat. as the region’s population grows, the land is increasingly converted for agriculture. people enter animal forests to collect water and firewood, putting animals at risk from human contact and illnesses. people may also lay snares intended for bushmeat, which can accidentally injure the great apes. animal tourism that isn’t well managed is another potential issue, as it can impact the behaviour and health of",gorilla,19.0
2277,"african animal can survive almost anywhere there is water this includes swamps, semi-arid brushland and forests. they live throughout the continent of africa, particularly central and southern africa. almost all water animal in the world are tamed, and virtually all african animales are wild.",buffalo,36.0
2234,"wallowing is a shallow depression in the soil, which bison use either wet or dry. bison roll in these depressions, covering themselves with dust or mud. past and current hypotheses to explain the purpose of wallowing include grooming associated with shedding, male-male interaction (typically rutting), social behavior for group cohesion, play, relief from skin irritation due to biting insects, and thermoregulation.",buffalo,36.0
1056,"domestic animals are one of the third most numerous and very widespread large mammals on the earth planet. they are native to all but the harshest hot climates of continental eurasia and from its host islands and africa region as well. animals have rapidly evolved into many different species, including wild boar, yellow bearded animals, horned and warty animals.",pig,41.0
462,"sea animals do not have a layer of insulating blubber like seals or whales. they rely on air trapped in their fur, which they keep topped up by blowing into the fur from their mouths. giant animals are becoming increasingly rare due to poaching, habitat loss, and the use of mercury and other toxins in illegal alluvial gold mining.",otter,35.0
38,"pet mice can live up to six years, while wild mice usually only live around 1 to 25 years. mice can have a new litter of babies every three weeks. most mice have healthy populations, though there are a few species that are endangered, such as the alabama beach animal.",mouse,43.0
2308,"animals are omnivorous, eating both plant and animal material and changing their diets as the seasons change. they eat insects, larvae, earthworms, grubs, rodents, lizards, salamanders, frogs, snakes, birds, moles, and eggs. animals are one of the primary predators of the honeybee, relying on their thick fur to protect them from stings.",skunk,10.0
322,"animals are herbivores with a digestive system adapted to a forage diet of grasses and other plant material. compared to humans, they have a relatively small stomach but very long intestines to facilitate a steady flow of nutrients. a 450-kilogram (990 lb) animal will eat 7 to 11 kilograms (15 to 24 lb) of food per day and, under normal use, drink 38 to 45 litres (84 to 99 imp gal; 10 to 12 us gal)",horse,6.0
2840,"most other animal have antlers that are broad and palmate ( normally flat ) in with tines ( points ) along the outer edge. the antlers only of mature alaskan born adult bull animal ( 5 up to 12 living years old ) have a normal height maximum spread greater than 200 linear centimeters ( 79 in ) by the age of 13, animal antlers decline globally in size and symmetry.",moose,15.0
3090,"although the best advice to follow is still leave animals alone which – baby ones often included. young animals are able to spray by the time they are seven weeks old, eat and they won't hesitate ever to let you some have on it. texas department of health : animals are the primary natural carriers of rabies in south texas.",skunk,10.0
495,"the short, fine coat of the preserved animal is easily cared for with weekly combing to remove dead hair and distribute skin oils. daily dental hygiene is best, but clean weekly brushing is better than nothing. it it ’ s a good original idea to keep a siame designated as an indoor - only sport animal to protect him from diseases spread by other animals, attacks made by dogs or coyotes, and many the other dangers that face many animals who rarely go outdoors. click here to find a pet insurance plan for your",siamese+cat,9.0
1319,"animals excel in dog sports including agility, rally, barn hunt, lure coursing, dock diving, and road trials with horses. as with all breeds, incorporate regular nail trims and teeth brushing into your care routine. animal lifespans are typically 11–13 years.",dalmatian,4.0
687,"the animal family is now made up of several species types of animal. the animal family includes those the american shrew and animal, the eastern asian animal, and the chinese animal. animals are native only to china, burmese myanmar, and western asia. they are also found in the japan and possibly the pacific united states.",mole,11.0
399,"v bengalensis (bengal, or indian, animal)                small (15–3 kg) and gray; found in sparsely wooded regions of the indian subcontinent. velox (swift animal)   sometimes considered as two species, veloc and velo. vine (pale animal)   small and social steppe-dwelling animal that inhabits steppes and semideserts of eastern eurasia",fox,21.0
1153,"animals are most closely related to sei animals with gray animals as a sister group. the australian pygmy animal diverged during the last glacial maximum. animals also displayed a high degree of genetic variability (ie, heterozygosity) animals have hybridized with other species.",blue+whale,8.0
2137,"true wild animal pop­u­la­tion are re­stricted to var­i­ous re­serves and rein­tro­duc­tion sites for their pro­tec­tion. in animals, the nos­trils, muz­zle, whiskers, and cheeks all have whiskers that are used to per­ceive the en­vi­ron­ment through touch.",horse,6.0
3188,"animals occasionally prey on large small mammals, such as brown marmots, ground squirrels, lemmings, and water voles. larger prey typically includes bison and moose, which are sometimes taken in by animals in yellowstone national historical park. animals in alaska also regularly also prey on domestic moose bison calves, which in denali national hunting park may be their main source of meat.",grizzly+bear,1.0
1053,"most tree animals have strong chisel - knife like incisors and powerful jaws. they might also eat seeds, fungi, insects birds and other arthropods, especially the cambium layer of tree bark, nectar, leaves, buds, flowers, and as sometimes bird eggs, small nestlings, and carrion. additionally some red animals ( genus tamiasciurus ) will reportedly stalk, kill, and eat various other animals, mice, children and adult birds and rabbits for food.",squirrel,26.0
2525,"the animal has an extremely elongated neck, which can be up to 24 m (79 ft) in length. along the neck is a mane made of short, erect hairs. the animal sleeps intermittently around 46 hours per day, mostly at night. it usually sleeps lying down; however, standing sleeps have been recorded.",giraffe,30.0
29,"animals' livers have trouble breaking down uric acid, which can build up in the blood serum (hyperuricemia) causing gout. uric acid can also be excreted in high concentration into the urine, causing kidney stones and bladder stones these conditions are most likely to occur in middle-aged males. owners should carefully limit the intake of purines by avoiding giving their dogs food containing organ meats, animal byproducts, or other high-purine",dalmatian,4.0
845,"cubs regularly learn to walk at 2 weeks of age old and regularly leave the den at 6 to 8 weeks old. cubs normally are completely weaned out by 3 6 months old and are independent at just under 20 5 months old. in pure captivity, leopards can live to to be 21 to 23 years old, with the oldest well known individual being 27 years old. wild le",leopard,14.0
2303,"animals are small-sized rodents that are very commonly kept as house pets. animals are usually 2 to 6 inches long and weigh about 62 oz on average. they are found in a variety of colors using grey, yellow, black, white, brown, golden, and red. they go by the scientific name cricetinae.",hamster,25.0
1981,"the wolves chase their prey and once caught, bite their animals by attacking the rump or sides. large animals with horns are usually attacked this way so the wolves avoid being injured by the horns which are used as weapons against the wolves. once down, the animal will be weakened and killed with a bite to the throat or snout then it is dragged away for all to feed upon.",wolf,31.0
242,"neonatal isoerythrolysis (ni) is a rare immune-mediated disease that is caused when a newborn kitten with type a blood suckles colostrum (first milk) from a mother with type b blood or vice-versa. ni can occur in many animal breeds, but is more often seen in breeds with a higher likelihood of having type bblood like your animal.",persian+cat,5.0
953,"the animal is larger in its northern range and in open habitats. skeletal muscles make up 56% of the animal's body weight. at birth, it weighs 06 to 075 lb (027 to 034 kg) and is about 25 cm (10 in) in length.",bobcat,40.0
1172,"animals are quick-witted and easy to train, but they're not particularly easy to house train because of their small bladder and strong-willed personality. the official breed club even refers to them as ""saucy"" they are excellent watchdogs and are suspicious of strangers.",chihuahua,32.0
1936,"the first known written information about animal dog is from 1374, when bishop of đakovo, peter mentions hunting dog from croatia. the first illustrations of the dog have been found in croatia: an altar painting in veli lošinj dating to 1600–1630, and a fresco in zaostrog.",dalmatian,4.0
722,"the animal is a very easy breed to train thanks to its keen intelligence and patient and obedient personality. the animal requires a lot of daily exercise in the form of walks, running, sports, and games. because of its tendency to become bored or anxious without companionship, it is not necessarily a good idea to leave the dog alone in the backyard.",collie,45.0
1187,cnn.com will feature ireporter photos in a weekly travel snapshots gallery. please submit your best shots of the u.s. for next week. visit cnn.com/travel next wednesday for a new gallery of snapshots. visit the gallery for a weekly selection of snapshots from across the globe.,lion,42.0
1251,"animals also live in freshwater ecosystems locally such as rivers, streams, lakes generally and ponds. animal populations now range from spain and france, through central and eastern europe and into eastern scandinavia and northwestern russia. in 2020, the total animal population in europe was only estimated at over one million. small native populations are nowadays also present in northern mongolia too and northwestern south china.",beaver,3.0
274,"the domestic animal is one of several animal species that are known to re-ingest feces (coprophagy) to obtain extra nourishment from their food. the wild, domesticated animal has been highly successful in most places where it has been introduced. wild animals are considered an agricultural pest in many areas (especially where its natural predators have been eliminated)",rabbit,28.0
2011,"animals usually inhabit savannahs and open woodlands. they prefer acacieae, commiphora, combretum and open terminalia woodlands over denser environments like brachystegia. animals browse on the twigs of trees, preferring those of the subfamily acacieae and the genera commiphore and terminalia.",giraffe,30.0
487,"animal calves are usually born singly, and animal females native to forested areas will usually hide their young. grassland animal young are born in the open instead, and must gain the ability to stand on their feet within around 15 minutes of birth. loss of habitat, game hunting, poaching, and loss of grazing land to cattle farmers are some of the biggest threats to animal populations.",Antelope,0.0
654,"chinese bison are increasingly raised for meat, hide, wool, and dairy products. bison meat is generally considered intended to originally taste very similar to beef, but is lower in fat level and blood cholesterol, yet higher in protein than beef. as in 2005, about 35, 000 bison were processed for wolf meat in the us, with proper birth - to - consumer identification tracking of bison available via rfid ear tags.",buffalo,36.0
816,"a animal eats around 34 kg (75 lb) of foliage daily. animals are also recorded to chew old bones. when stressed, animals may chew the bark off branches. a animal can eat up to 34 kg of foliage a day. animal can also chew old bones.",giraffe,30.0
2987,"the european bison arose from the steppe bison, without fossil evidence of other ancestral species between the steppes and europe. the european bisons might have arisen from the lineage that led to american bison if that lineage backcrossed with the ste plains bison.",buffalo,36.0
337,"male asian animals are usually about two 261 – 289 cm ( 8 ft 7 in – 9 ft 6 ¹⁄₂ in ) tall at the shoulder with a body mass of 26 billion – 35 t ( 29 million – 39 short tons ) african forest animals are the fourth smallest species, with males usually being around 209 – 231 cm ( 6 ft 10 in – 7 3 ft 7in ) tall. male african bush animals usually are further typically 23 % less taller than females, whereas male asian park animal are only around 15 % taller.",elephant,18.0
478,cnn.com will feature ireporter photos in a weekly travel snapshots gallery. please submit your best shots of the u.s. for next week. visit cnn.com/travel next wednesday for a new gallery of snapshots. visit the gallery for a weekly selection of snapshots from across the globe.,sheep,22.0
2796,"leop­ard's have ad­vanced vi­sion and hear­ing, which makes them es­pe­cially adept at hunt­ing in dense forests. leop­ards are fac­ul­ta­tive drinkers and ob­tain much of their water re­quire­ments from in­gested prey. they are com­fort­able in water and are ad­e­quate swim­mers.",leopard,14.0
963,"animals are ideal pets for apartment dwellers, students, or those in a smaller home. they can develop undesirable behaviors if they're bored, and even become picky eaters establish house rules early on and be consistent in your training. they're not an ideal dog for families with super young kiddos, as they are too fragile for toddler playtime.",chihuahua,32.0
545,"there are three colour variants – white, golden and stripeless snow white – that now rarely occur in the wild due to the reduction of wild animal populations. the white animal has white fur and sepia brown stripes. the golden animal has a pale golden pelage with a blond tone and reddish-brown stripes.",tiger,12.0
2867,"animals possibly shouldn't be being left here alone here for long periods of time, according to the animal club records of america. because of their short coats, animals can do well indoors in warmer climates, though you should never seriously leave any dog outside in the heat. to properly curtail this ( and to save serious money on lint rollers and vacuum bags ), usually brush your dal at least about once a week, preferably outside.",dalmatian,4.0
1476,"the cost of owning a animal can cost up to £17,000 over their lifetime. you can expect a dog to cost you a minimum of £105 per month after purchase and set-up costs. adopting an adult dog from a rescue centre may be a cost-effective option.",dalmatian,4.0
2050,"and the animal boy is a people - time oriented pet that thrives in a home where people spend a lot kind of time. stock up on interactive toys to both keep him physically engaged, and they schedule daily one - on - one play as well. baby animals are very typically dog - like in that they crave little interaction and play with their humans.",siamese+cat,9.0
874,"mammal-eating animals in different regions were long thought likely to be closely related, but genetic testing has refuted this hypothesis. there are seven identified ecotypes inhabiting isolated ecological niches. of three orca ecotypes in the antarctic, one preys on minke animals, the second on seals and penguins, and the third on fish.",killer+whale,2.0
1477,"animals may have a luxating patella, where the kneecap slips sideways. feed your animal small bits of food frequently throughout the day to help maintain healthy blood sugar levels. carry a sugar supplement with you just in case hypoglycemia sets in.",chihuahua,32.0
796, animals have a higher stillbirth rate than other breeds. the animal is one of the breeds most affected by health problems. the breed has been singled out for criticism by animal welfare groups. some have suggested changes to breed standards to prevent diseases caused by over- or ultra-typing.,persian+cat,5.0
3036,"animal have short shoulder humps and large, curved air horns. animal eat grass, shrubs, and leaves. animal can travel fast at average speeds of up to around 22 miles per hour. animal have absolutely no obvious real natural predators. animal skins are not covered in hair. most animal live in woodland and grass pastures.",buffalo,36.0
1689,"animals drink 25 – 50 gallons worth of water each day. in that stomach is nearly a bathtub full. when the pilgrims went to north america, they took animals with them. they also took animals because to live the sweet land of the first americans. they called them animals because because instead of taking their milk.",cow,48.0
615,"african animals have larger ears, a concave back, more wrinkled skin, a sloping abdomen, and two finger-like extensions at the tip of the trunk. asian animals have smaller ears and a convex or level back, smoother skin and a horizontal abdomen that occasionally sags in the middle.",elephant,18.0
1371,"the whitten effect, the synchronization of the estrous cycles of females exposed to the pheromones of a male occurs in animals, but is not as pronounced as in mice. the bruce effect (see reproduction, mouse) does not occur in animals. the average gestation period is 22 days.",rat,33.0
1856,"the words - natalia washington 2009 - are overlayed. the words are: animal, animals, and other dogs. the dogs are: chocolate colored adult chihuahs, brown chihuas, shorthaired shorthairs, shorter shorthair shorters. the owner is: ""she is the most amazing dog i have ever owned""",chihuahua,32.0
946,"a common animal howl response can last between 3 and 11 seconds at a time. wolves can probably also produce whimpers, growls, barks and squeaks. wolves are scavengers and hunters mostly and will readily eat anything they catch from either large terrestrial mammals or to small rodents. wolves have large stomachs and can devour 20 – 25 pounds each of food all at one feeding time.",wolf,31.0
2958,"the north american animal is widespread throughout most of the united states and canada and can be found in northern mexico. the species was introduced to finland in 1937 and to tierra del fuego, patagonia, in 1946. the eurasian animal's range is not contiguous but fragmented. overhunting had greatly reduced its range by the early 20th century.",beaver,3.0
1523,"the animal feeds predominantly on wild herbivorous hoofed mammals. the animal specializes in preying on the vulnerable individuals of large prey. wolves can digest their meal in a few hours and can feed several times in one day. a well-fed animal stores fat under the skin, around the heart, intestines, kidneys, and bone marrow.",wolf,31.0
1474,"because of their short, nonshedding coat, these animals don't need a ton of grooming. animals can be one of four color combinations, but will always have striking blue eyes. because of their big brains, siame animals are easy to train.",siamese+cat,9.0
520,"animals are a species of ape that, along with the bonobo, is most closely related to humans. animals inhabit tropical forests and savannas of equatorial africa from senegal in the west to lake albert and northwestern tanzania in the east. individuals vary considerably in size and appearance, but animals stand approximately 1–17 metres (3–55 feet) tall when erect.",chimpanzee,24.0
2397,"animals are the 4th largest member groups of the oceanic dolphin family. the southern resident animal population has shown an overall decline since 1995. high levels lately of chemical contaminants, noise and disturbance resulting from vessels and other harmful human activities, as well as as large oil spills all have the potential to negatively directly impact on the health situation and status of all last three populations.",killer+whale,2.0
166,"wolves were mistakenly viewed as a pest species and almost exterminated. through the efforts of ecologically-minded people and with the endangered species act funding, the animal is being reintroduced in parts of north america. many projects are being carried out to reintroduce many animal species.",wolf,31.0
3248,"animals were domesticated by humans over 10,000 years ago for work, dairy, meat and more. scientists are still learning much about their complex brains and emotions. while technically a ‘animal’ only refers to a female, the term is often used to describe any animal of the species regardless of gender.",cow,48.0
2206,"obviously the animal is known for her love of their children, and even those she wasn't raised with. she's highly protective of the kids formed in form her family, watching over both them each and keeping them safe from danger. animals that are often purchased without any clear understanding because of what else goes into owning one.",collie,45.0
